"","Village_ID","Tree_number","Tree_type","Date_of_observation","Day","Month","Year","Camera_number","Tree_coordinates_east","Tree_coordinates_west","In_H","In_M","In_S","Out_H","Out_M","Out_S","DurStayT","DurContT","Way","Con_place","P_NP","Comments","Number_of_visits","Number_of_stays","Number_of_contaminations","AM_PM"
"401",1083,"1083.ICF2","Guava","30.12.2012",30,12,2012,"F-012268",23.46172,89.33894,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"402",1084,"1084.ICF1","Jujube","15.12.2012",15,12,2012,"F-012267",24.11615,89.60244,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"403",1084,"1084.ICF2","Fig","15.12.2012",15,12,2012,"F-012268",24.11549,89.60276,6,7,43,6,7,45,2,1,2,1,1,NA,1,1,1,"PM"
"404",1084,"1084.ICF2","Fig","15.12.2012",15,12,2012,"F-012268",24.11549,89.60276,6,51,7,6,51,9,2,1,1,2,1,NA,1,1,1,"PM"
"405",1084,"1084.ICF2","Fig","15.12.2012",15,12,2012,"F-012268",24.11549,89.60276,7,1,4,7,1,55,51,50,2,1,1,NA,1,1,1,"PM"
"406",1084,"1084.ICF2","Fig","15.12.2012",15,12,2012,"F-012268",24.11549,89.60276,7,20,46,7,20,48,2,1,2,0,1,NA,1,1,0,"PM"
"407",1084,"1084.ICF2","Fig","15.12.2012",15,12,2012,"F-012268",24.11549,89.60276,7,25,53,7,25,55,2,1,2,0,1,NA,1,1,0,"PM"
"408",1084,"1084.ICF2","Fig","15.12.2012",15,12,2012,"F-012268",24.11549,89.60276,7,25,53,7,25,54,1,0,2,0,1,NA,1,0,0,"PM"
"409",1084,"1084.ICF2","Fig","15.12.2012",15,12,2012,"F-012268",24.11549,89.60276,8,31,14,8,31,15,1,0,0,0,2,NA,1,0,0,"PM"
"410",1084,"1084.ICF2","Fig","15.12.2012",15,12,2012,"F-012268",24.11549,89.60276,9,12,6,9,12,8,2,1,2,2,1,NA,1,1,1,"PM"
"411",1084,"1084.ICF2","Fig","15.12.2012",15,12,2012,"F-012268",24.11549,89.60276,9,55,17,9,55,18,1,0,0,0,2,NA,1,0,0,"PM"
"412",1084,"1084.ICF2","Fig","15.12.2012",15,12,2012,"F-012268",24.11549,89.60276,4,19,17,4,19,18,1,0,2,0,2,NA,1,0,0,"AM"
"413",1084,"1084.ICF2","Fig","15.12.2012",15,12,2012,"F-012268",24.11549,89.60276,4,25,46,4,26,44,58,57,1,1,1,NA,1,1,1,"AM"
"414",1085,"1085.ICF1","Guava","22.12.2012",22,12,2012,"F-012268",23.30627,89.58875,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"415",1085,"1085.ICF2","Guava","22.12.2012",22,12,2012,"F-012267",23.30675,89.59216,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"416",1086,"1086.ICF1","Jujube","14.12.2012",14,12,2012,"8 (F-012266)",23.81853,91.21289,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"417",1087,"1087.ICF1","Jujube","12.02.2013",12,2,2013,"F-012267",23.214,88.94887,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"418",1087,"1087.ICF2","Jujube","12.02.2013",12,2,2013,"F-012268",23.21353,88.94974,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"419",1090,"1090.ICF1","Jujube","10.2.13",10,2,2013,"F-012261",25.62191,89.41694,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"420",1090,"1090.ICF2","Jujube","10.2.13",10,2,2013,"F-012262",25.63101,89.41578,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"421",2057,"2057.ICF1","Jujube","24.01.2013",24,1,2013,"F-012267",22.62623,88.95707,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"422",2057,"2057.ICF2","Jujube","24.01.2013",24,1,2013,"F-012268",22.61776,88.96297,3,48,27,3,48,28,1,0,0,0,2,NA,1,0,0,"AM"
"423",2061,"2061.ICF1","Guava","11.01.2013",11,1,2013,"4 (F-012264)",24.64602,90.96009,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"424",2067,"2067.ICF1","Guava","15.12.2012",15,12,2012,"F-012260",22.53687,90.24656,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"425",2067,"2067.ICF2","Guava","15.12.2012",15,12,2012,"F-012265",22.53303,90.23376,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"426",2072,"2072.ICF1","Jujube","08.02.2013",8,2,2013,"F-012267",22.95505,88.88077,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"427",2072,"2072.ICF2","Jujube","08.02.2013",8,2,2013,"F-012268",22.95505,88.88077,3,0,7,3,0,9,2,1,0,0,2,NA,1,1,0,"AM"
"428",2074,"2074.ICF1","Guava","3.1.2013",3,1,2013,"4 (F-012264)",24.20995,90.94365,7,8,41,7,9,16,35,34,2,2,2,NA,1,1,0,"PM"
"429",2074,"2074.ICF2","Jujube","04.01.2013",4,1,2013,"4 (F-012264)",24.20995,90.94365,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"430",2079,"2079.ICF1","Jujube","14.02.2013",14,2,2013,"F-012267",23.214,88.94887,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"431",2079,"2079.ICF2","Jujube","14.02.2013",14,2,2013,"F-012268",23.21353,88.94974,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"432",2080,"2080.ICF1","Jujube","18.12.2012",18,12,2012,"F-012265",22.3836,90.06062,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"433",2081,"2081.ICF1","Jujube","28.01.2013",28,1,2013,"F-012267",22.3755,89.19703,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"434",2081,"2081.ICF2","Jujube","28.01.2013",28,1,2013,"F-012268",22.37539,89.19674,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"435",2083,"2083.ICF1","Jujube","17.01.2013",17,1,2013,"4 (F-012264)",25.06705,90.12963,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"436",3003,"3003.ICF1","Jujube","27.01.2013",27,1,2013,"F-012265",23.72208,89.75783,3,16,42,3,16,43,1,0,0,0,2,NA,1,0,0,"AM"
"437",3003,"3003.ICF2","Guava","27.01.2013",27,1,2013,"F-012260",23.71869,89.75875,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"438",3006,"3006.ICF1","Jujube","06.12.2012",6,12,2012,"F-012267",23.88321,89.80018,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"439",3007,"3007.ICF1","Sapodilla","12.01.2013",12,1,2013,"F-012260",23.31866,89.84807,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"440",3007,"3007.ICF2","Sapodilla","13.01.2021",13,1,NA,"F-012260",23.31996,89.85457,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"441",3008,"3008.ICF1","Jujube","31.12.2012",31,12,2012,"1",24.72306,88.77863,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"442",3008,"3008.ICF2","Jujube","31.12.2012",31,12,2012,"2",24.71988,88.7782,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"443",3019,"3019.ICF1","Star fruit","30.12.12",30,12,2012,"F-012261",25.91748,88.17034,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"444",3019,"3019.ICF2","Star fruit","30.12.12",30,12,2012,"F-012262",25.91748,88.17034,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"445",3024,"3024.ICF4","Banana","07.12.2012",7,12,2012,"1",23.93437,89.81448,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"446",3025,"3025.ICF1","Jujube","18.01.2013",18,1,2013,"F-012267",23.68037,89.49185,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"447",3025,"3025.ICF2","Jujube","18.01.2013",18,1,2013,"F-012268",23.68151,89.49099,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"448",3026,"3026.ICF1","Guava","05.02.2013",5,2,2013,"F-012260",23.32489,89.75304,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"449",3026,"3026.ICF2","Guava","05.02.2013",5,2,2013,"F-012265",23.32331,89.75852,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"450",3030,"3030.ICF1","Guava","16.12.2012",16,12,2012,"F-012262",26.01192,88.83483,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"451",3030,"3030.ICF2","Jujube","16.12.2012",16,12,2012,"F-012261",26.0122,88.82795,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,NA,0,0,0,"missing"
"452",3031,"3031.ICF1","Sapodilla","19.01.2013",19,1,2013,"F-012260",23.35549,89.92543,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"453",3031,"3031.ICF2","Jujube","19.01.2021",19,1,NA,"F-012265",23.3542,89.92583,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"454",3032,"3032.ICF1","Guava","04.01.2013",4,1,2013,"F-012265",23.31832,89.88825,7,16,52,7,16,55,3,2,1,1,1,NA,1,1,1,"PM"
"455",3032,"3032.ICF1","Guava","04.01.2013",4,1,2013,"F-012265",23.31832,89.88825,7,17,0,7,22,33,333,332,2,1,1,NA,1,1,1,"PM"
"456",3032,"3032.ICF1","Guava","04.01.2013",4,1,2013,"F-012265",23.31832,89.88825,10,38,14,10,38,41,27,26,1,1,1,NA,1,1,1,"PM"
"457",3032,"3032.ICF2","Jujube","04.01.2013",4,1,2013,"F-012260",23.31918,89.88801,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"458",3034,"3034.ICF1","Guava","28.12.2012",28,12,2012,"F-012260",23.10023,90.29751,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"459",3034,"3034.ICF2","Guava","28.12.2021",28,12,NA,"F-012265",23.10041,90.30298,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"460",3036,"3036.ICF1","Sapodilla","17.01.2013",17,1,2013,"F-012265",23.22969,89.77062,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"461",3036,"3036.ICF2","Sapodilla","17.01.2013",17,1,2013,"F-012260",23.22814,89.77091,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"462",3038,"3038.ICF1","Sapodilla","29.01.2013",29,1,2013,"F-012265",23.45493,90.03619,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"463",3038,"3038.ICF2","Sapodilla","30.01.2013",30,1,2013,"F-012265",23.45772,90.03897,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"464",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,6,57,34,6,57,35,1,0,0,0,2,NA,1,0,0,"PM"
"465",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,8,18,19,8,18,20,1,0,0,0,2,NA,1,0,0,"PM"
"466",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,8,39,38,8,39,39,1,0,0,0,2,NA,1,0,0,"PM"
"467",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,9,38,49,9,38,50,1,0,0,0,2,NA,1,0,0,"PM"
"468",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,9,44,43,9,44,44,1,0,0,0,0,NA,1,0,0,"PM"
"469",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,9,45,19,9,45,20,1,0,1,0,0,NA,1,0,0,"PM"
"470",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,10,9,47,10,9,48,1,0,0,0,0,NA,1,0,0,"PM"
"471",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,10,11,7,10,11,8,1,0,0,0,0,NA,1,0,0,"PM"
"472",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,11,44,20,11,44,21,1,0,0,0,2,NA,1,0,0,"PM"
"473",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,11,44,35,11,44,36,1,0,0,0,2,NA,1,0,0,"PM"
"474",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,11,55,57,11,55,58,1,0,0,0,2,NA,1,0,0,"PM"
"475",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,11,56,19,11,56,20,1,0,0,0,2,NA,1,0,0,"PM"
"476",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,11,56,33,11,56,34,1,0,0,0,2,NA,1,0,0,"PM"
"477",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,12,39,24,12,39,25,1,0,0,0,2,NA,1,0,0,"AM"
"478",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,1,24,38,1,24,39,1,0,0,0,2,NA,1,0,0,"AM"
"479",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,2,6,49,2,6,50,1,0,0,0,2,NA,1,0,0,"AM"
"480",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,2,19,57,2,19,58,1,0,0,0,2,NA,1,0,0,"AM"
"481",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,2,20,39,2,20,40,1,0,0,0,2,NA,1,0,0,"AM"
"482",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,2,20,46,2,20,48,2,1,0,0,2,NA,1,1,0,"AM"
"483",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,2,21,59,2,22,1,2,1,0,0,2,NA,1,1,0,"AM"
"484",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,3,13,9,3,13,39,30,29,2,1,2,NA,1,1,1,"AM"
"485",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,3,14,42,3,14,47,5,4,2,1,1,NA,1,1,1,"AM"
"486",3042,"3042.ICF1","Jujube","22.01.2013",22,1,2013,"F-012260",23.43839,89.97181,3,34,57,3,34,59,2,1,2,1,2,NA,1,1,1,"AM"
"487",3042,"3042.ICF2","Sapodilla","22.01.2013",22,1,2013,"F-012265",23.4392,89.97254,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"488",3045,"3045.ICF1","Star fruit","17.12.2012",17,12,2012,"F-012261",26.08162,88.76483,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"489",3045,"3045.ICF2","Guava","17.12.2012",17,12,2012,"F-012262",26.08178,88.7651,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"490",3046,"3046.ICF1","Star fruit","20.1.2013",20,1,2013,"F-012261",26.1502,89.13969,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"491",3046,"3046.ICF2","Star fruit","20.1.2013",20,1,2013,"F-012262",26.1502,89.13969,12,50,45,12,50,49,4,3,1,2,0,NA,1,1,1,"AM"
"492",3049,"3049.ICF1","Star fruit","5.1.2013",5,1,2013,"F-012261",25.77493,88.55975,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"493",3051,"3051.ICF1","Star fruit","8.2.2013",8,2,2013,"F-012261",25.75563,89.35884,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"494",3051,"3051.ICF2","Jujube","8.2.2013",8,2,2013,"F-012262",25.75742,89.35644,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"495",3052,"3052.ICF1","Jujube","21.01.2013",21,1,2013,"4 (F-012264)",24.19293,89.99364,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"496",3053,"3053.ICF1","Jujube","23.01.2013",23,1,2013,"4 (F-012264)",24.19184,89.99196,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,NA,0,0,0,"missing"
"497",3054,"3054.ICF2","Guava","27.01.2013",27,1,2013,"4 (F-012264)",24.18664,89.99944,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"498",3054,"3054.ICF1","Guava","26.01.2013",26,1,2013,"4 (F-012264)",24.18664,89.99944,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"499",3055,"3055.ICF1","Star fruit","13.1.2013",13,1,2013,"F-012261",26.10675,89.15374,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"500",3055,"3055.ICF2","Star fruit","13.1.2013",13,1,2013,"F-012262",26.10675,89.15374,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"501",3056,"3056.ICF1","Star fruit","27.1.2013",27,1,2013,"F-012261",26.1207,89.15448,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"502",3056,"3056.ICF2","Star fruit","27.1.2013",27,1,2013,"F-012262",26.1207,89.15448,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"503",3057,"3057.ICF1","Star fruit","29.1.2013",29,1,2013,"F-012261",26.11618,89.18662,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"504",3057,"3057.ICF2","Star fruit","29.1.2013",29,1,2013,"F-012262",26.11618,89.18662,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"505",3058,"3058.ICF1","Star fruit","19.1.2013",19,1,2013,"F-012261",26.15135,89.12722,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"506",3058,"3058.ICF2","Star fruit","19.1.2013",19,1,2013,"F-012262",26.15135,89.12722,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"507",3059,"3059.ICF1","Star fruit","24.1.2013",24,1,2013,"F-012261",26.13,89.14878,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"508",3059,"3059.ICF2","Star fruit","24.1.2013",24,1,2013,"F-012262",26.13,89.14878,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"509",3061,"3061.ICF1","Guava","21.12.2012",21,12,2012,"1",25.09523,89.03235,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"510",3063,"3063.ICF1","Sapodilla","25.01.2013",25,1,2013,"F-012260",23.60659,89.72731,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"511",3063,"3063.ICF2","Sapodilla","25.01.2013",25,1,2013,"F-012265",23.60577,89.72854,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"512",3064,"3064.ICF1","Sapodilla","03.01.2013",3,1,2013,"3064.ICF1",23.31966,89.89694,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"513",3066,"3066.ICF1","Jujube","01.02.2013",1,2,2013,"F-012265",23.45634,90.0444,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"514",3066,"3066.ICF2","Jujube","01.02.2013",1,2,2013,"F-012260",23.454,90.04088,NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
