"","Village_ID","Tree_number","Tree_type","Date_of_observation","Day","Month","Year","Date_of_shaving","Camera_number","Tree_coordinates_east","Tree_coordinates_west","In_H","In_M","In_S","Out_H","Out_M","Out_S","DurStayT","DurContT","Way","Con_place","P_NP","Comments","Number_of_visits","Number_of_stays","Number_of_contaminations","AM_PM"
"1",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,19,54,6,19,55,1,0,0,0,2,NA,1,0,0,"PM"
"2",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,20,35,6,20,36,1,0,0,0,2,NA,1,0,0,"PM"
"3",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,24,17,6,24,18,1,0,0,0,2,NA,1,0,0,"PM"
"4",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,30,22,6,30,23,1,0,0,0,2,NA,1,0,0,"PM"
"5",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,31,15,6,31,16,1,0,0,0,2,NA,1,0,0,"PM"
"6",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,35,26,6,35,27,1,0,0,0,2,NA,1,0,0,"PM"
"7",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,35,35,6,35,37,2,1,2,1,2,NA,1,1,1,"PM"
"8",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,35,49,6,35,50,1,0,0,0,2,NA,1,0,0,"PM"
"9",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,37,7,6,37,8,1,0,0,0,1,NA,1,0,0,"PM"
"10",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,38,13,6,38,14,1,0,0,0,1,NA,1,0,0,"PM"
"11",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,39,15,6,39,16,1,0,0,0,1,NA,1,0,0,"PM"
"12",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,39,25,6,40,59,94,93,2,1,1,NA,1,1,1,"PM"
"13",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,46,39,6,47,12,33,32,2,1,1,NA,1,1,1,"PM"
"14",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,49,47,6,49,48,1,0,0,0,2,NA,1,0,0,"PM"
"15",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,50,56,6,50,57,1,0,0,0,1,NA,1,0,0,"PM"
"16",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,51,1,6,51,13,12,11,2,1,1,NA,1,1,1,"PM"
"17",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,51,44,6,51,46,2,1,2,1,1,NA,1,1,1,"PM"
"18",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",6,52,30,6,55,37,187,186,2,1,1,NA,1,1,1,"PM"
"19",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,12,22,7,12,23,1,0,0,0,2,NA,1,0,0,"PM"
"20",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,13,27,7,13,28,1,0,0,0,2,NA,1,0,0,"PM"
"21",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,13,35,7,15,28,113,112,2,1,1,NA,1,1,1,"PM"
"22",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,16,15,7,16,16,1,0,0,0,2,NA,1,0,0,"PM"
"23",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,16,30,7,19,4,154,153,2,1,1,NA,1,1,1,"PM"
"24",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,19,21,7,22,21,180,179,2,1,1,NA,1,1,1,"PM"
"25",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,22,18,7,23,18,60,59,2,1,1,NA,1,1,1,"PM"
"26",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,28,27,7,28,27,0,0,2,1,1,NA,1,0,0,"PM"
"27",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,42,29,7,42,31,2,1,2,1,1,NA,1,1,1,"PM"
"28",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,42,56,7,42,56,2,1,2,1,1,NA,1,1,1,"PM"
"29",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,45,12,7,45,13,1,0,0,0,2,NA,1,0,0,"PM"
"30",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,45,32,7,45,34,2,1,2,1,1,NA,1,1,1,"PM"
"31",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,45,42,7,45,48,6,5,2,1,1,NA,1,1,1,"PM"
"32",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,46,47,7,46,53,6,5,2,1,1,NA,1,1,1,"PM"
"33",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,46,53,7,46,55,2,1,2,1,1,NA,1,1,1,"PM"
"34",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,46,57,7,46,58,1,0,2,1,2,NA,1,0,0,"PM"
"35",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,47,2,7,47,6,4,3,2,1,1,NA,1,1,1,"PM"
"36",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,47,23,7,47,25,2,1,2,1,1,NA,1,1,1,"PM"
"37",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,49,29,7,50,10,41,40,2,1,1,NA,1,1,1,"PM"
"38",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,53,56,7,57,7,191,190,2,1,1,NA,1,1,1,"PM"
"39",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",7,57,44,7,57,46,2,1,2,1,2,NA,1,1,1,"PM"
"40",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,0,1,8,6,51,410,409,2,1,1,NA,1,1,1,"PM"
"41",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,7,6,8,9,19,133,132,2,1,1,NA,1,1,1,"PM"
"42",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,10,14,8,10,15,1,0,0,0,2,NA,1,0,0,"PM"
"43",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,24,38,8,24,39,1,0,0,0,2,NA,1,0,0,"PM"
"44",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,24,50,8,24,51,1,0,0,0,2,NA,1,0,0,"PM"
"45",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,25,54,8,28,2,128,127,2,1,1,NA,1,1,1,"PM"
"46",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,29,23,8,29,42,19,18,2,1,2,NA,1,1,1,"PM"
"47",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,29,40,8,31,8,88,87,2,1,1,NA,1,1,1,"PM"
"48",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,31,18,8,32,17,59,58,2,1,2,NA,1,1,1,"PM"
"49",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,31,33,8,31,34,1,0,0,0,1,NA,1,0,0,"PM"
"50",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,31,42,8,31,43,1,0,0,0,2,NA,1,0,0,"PM"
"51",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,32,0,8,32,2,2,1,0,0,1,NA,1,1,0,"PM"
"52",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,34,36,8,34,38,2,1,2,1,1,NA,1,1,1,"PM"
"53",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,34,53,8,34,55,2,1,2,1,2,NA,1,1,1,"PM"
"54",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,35,41,8,35,43,2,1,2,1,2,NA,1,1,1,"PM"
"55",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,36,27,8,36,28,1,0,0,0,1,NA,1,0,0,"PM"
"56",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,37,10,8,38,7,57,56,2,1,1,NA,1,1,1,"PM"
"57",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",8,51,22,8,51,24,2,1,2,1,2,NA,1,1,1,"PM"
"58",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",9,0,22,9,0,24,2,1,2,1,2,NA,1,1,1,"PM"
"59",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",9,0,55,9,0,57,2,1,0,0,2,NA,1,1,0,"PM"
"60",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",9,2,14,9,2,57,43,42,2,1,1,NA,1,1,1,"PM"
"61",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",9,45,28,9,45,29,1,0,2,1,2,NA,1,0,0,"PM"
"62",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",9,45,45,9,45,47,2,1,0,0,1,NA,1,1,0,"PM"
"63",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",9,46,30,9,56,23,593,592,2,1,1,NA,1,1,1,"PM"
"64",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,14,29,10,20,0,331,330,2,1,2,NA,1,1,1,"PM"
"65",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,19,58,10,19,59,1,0,0,0,2,NA,1,0,0,"PM"
"66",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,23,3,10,23,5,2,1,2,1,0,NA,1,1,1,"PM"
"67",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,25,21,10,25,49,28,27,2,1,0,NA,1,1,1,"PM"
"68",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,25,49,10,25,50,1,0,0,0,2,NA,1,0,0,"PM"
"69",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,25,53,10,25,55,2,1,2,1,0,NA,1,1,1,"PM"
"70",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,26,16,10,28,25,129,128,2,1,2,NA,1,1,1,"PM"
"71",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,26,38,10,28,27,109,109,2,1,0,NA,1,1,1,"PM"
"72",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,29,0,10,29,2,2,1,2,1,2,NA,1,1,1,"PM"
"73",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,53,54,10,53,55,1,0,0,0,2,NA,1,0,0,"PM"
"74",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,54,57,10,55,7,10,9,2,1,0,NA,1,1,1,"PM"
"75",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,55,11,10,55,12,1,0,0,0,2,NA,1,0,0,"PM"
"76",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,56,48,10,58,33,105,104,2,1,0,NA,1,1,1,"PM"
"77",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",10,59,19,10,59,21,2,1,0,0,0,NA,1,1,0,"PM"
"78",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",11,5,57,11,5,58,1,0,2,1,2,NA,1,0,0,"PM"
"79",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",11,6,7,11,6,9,2,0,0,0,0,NA,1,1,0,"PM"
"80",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",11,9,56,11,9,58,2,1,2,1,2,NA,1,1,1,"PM"
"81",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",11,11,13,11,11,14,1,0,0,0,2,NA,1,0,0,"PM"
"82",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",11,11,17,11,11,19,2,1,2,1,0,NA,1,1,1,"PM"
"83",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",11,59,41,11,59,43,2,1,2,1,2,NA,1,1,1,"PM"
"84",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",12,4,3,12,4,5,2,1,2,1,2,NA,1,1,1,"AM"
"85",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",12,6,35,12,10,31,236,235,2,1,0,NA,1,1,1,"AM"
"86",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",12,10,59,12,11,26,27,26,2,1,0,NA,1,1,1,"AM"
"87",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",12,11,26,12,11,27,1,0,0,0,2,NA,1,0,0,"AM"
"88",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",12,11,49,12,11,51,2,1,2,1,0,NA,1,1,1,"AM"
"89",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",12,14,44,12,14,46,2,1,2,1,0,NA,1,1,1,"AM"
"90",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",12,28,31,12,28,34,3,2,2,1,0,NA,1,1,1,"AM"
"91",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",12,39,14,12,39,15,1,0,0,0,0,NA,1,0,0,"AM"
"92",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",12,39,19,12,39,21,2,1,2,1,0,NA,1,1,1,"AM"
"93",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",12,39,47,12,42,21,154,153,2,1,0,NA,1,1,1,"AM"
"94",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",12,43,40,12,44,56,76,75,2,1,0,NA,1,1,1,"AM"
"95",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",12,45,35,12,45,37,2,1,2,1,0,NA,1,1,1,"AM"
"96",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",1,10,39,1,10,41,2,1,2,1,0,NA,1,1,1,"AM"
"97",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",1,13,10,1,13,12,2,1,2,1,2,NA,1,1,1,"AM"
"98",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",1,44,39,1,44,41,2,1,2,1,0,NA,1,1,1,"AM"
"99",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",1,50,34,1,53,51,197,196,2,1,0,NA,1,1,1,"AM"
"100",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",1,55,56,1,55,58,2,1,2,1,2,NA,1,1,1,"AM"
"101",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",2,17,45,2,17,47,2,1,2,1,2,NA,1,1,1,"AM"
"102",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",2,28,32,2,33,6,274,273,2,1,0,NA,1,1,1,"AM"
"103",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",2,35,1,2,35,3,2,1,0,0,2,NA,1,1,0,"AM"
"104",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",2,39,11,2,39,13,2,1,2,1,0,NA,1,1,1,"AM"
"105",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",2,41,11,2,41,13,2,1,2,1,0,NA,1,1,1,"AM"
"106",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",2,45,8,2,47,25,137,136,2,1,0,NA,1,1,1,"AM"
"107",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",2,49,34,2,49,35,1,0,0,0,2,NA,1,0,0,"AM"
"108",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",2,49,39,2,49,41,2,1,2,1,0,NA,1,1,1,"AM"
"109",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",2,49,51,2,53,56,245,244,2,1,0,NA,1,1,1,"AM"
"110",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",2,59,39,2,59,40,1,0,0,0,2,NA,1,0,0,"AM"
"111",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",3,1,13,3,1,15,2,1,2,1,0,NA,1,1,1,"AM"
"112",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",3,2,30,3,2,32,2,1,2,1,0,NA,1,1,1,"AM"
"113",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",3,3,43,3,5,19,96,95,2,1,2,NA,1,1,1,"AM"
"114",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",3,10,51,3,10,53,2,1,2,1,2,NA,1,1,1,"AM"
"115",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",3,25,42,3,35,0,558,557,2,1,0,NA,1,1,1,"AM"
"116",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",3,55,27,3,55,29,2,1,2,1,2,NA,1,1,1,"AM"
"117",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",4,9,34,4,12,7,153,152,2,1,0,NA,1,1,1,"AM"
"118",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",4,50,14,4,50,16,2,1,2,1,0,NA,1,1,1,"AM"
"119",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",4,51,0,4,51,2,2,1,2,1,0,NA,1,1,1,"AM"
"120",1005,"1005.DPT002","Date palm","13.01.12",13,1,2012,NA,"5","23.03665","90.25491",4,51,27,4,52,35,68,67,2,1,0,NA,1,1,1,"AM"
"121",1006,"1006.ICT5","Date Palm","05.01.12",5,1,2012,NA,"4","23.48698","89.18593",2,16,37,2,16,39,2,1,2,1,1,NA,1,1,1,"AM"
"122",1006,"1006.ICT5","Date Palm","05.01.12",5,1,2012,NA,"4","23.48698","89.18593",3,7,25,3,7,28,3,2,2,1,1,NA,1,1,1,"AM"
"123",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",9,37,13,9,37,15,2,1,2,1,0,NA,1,1,1,"PM"
"124",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",1,1,42,1,2,8,26,25,2,3,2,NA,1,1,1,"AM"
"125",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",1,56,38,1,56,39,1,0,1,0,2,NA,1,0,0,"AM"
"126",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",2,53,59,2,54,8,9,8,1,1,2,NA,1,1,1,"AM"
"127",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",3,13,43,3,13,45,2,1,2,1,2,NA,1,1,1,"AM"
"128",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",3,21,0,3,21,7,7,6,2,1,2,NA,1,1,1,"AM"
"129",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",3,26,37,3,27,23,46,45,2,1,2,NA,1,1,1,"AM"
"130",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",3,27,21,3,27,23,2,1,0,0,2,NA,1,1,1,"AM"
"131",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",3,43,5,3,47,49,284,283,2,1,2,NA,1,1,1,"AM"
"132",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",3,43,5,3,47,51,286,285,1,0,2,NA,1,1,1,"AM"
"133",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",4,11,10,4,11,11,1,0,2,1,2,NA,1,0,0,"AM"
"134",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",4,11,27,4,11,28,1,0,1,0,2,NA,1,0,0,"AM"
"135",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",4,11,29,4,12,12,43,42,2,1,2,NA,1,1,1,"AM"
"136",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",4,13,4,4,13,14,10,9,2,1,2,NA,1,1,1,"AM"
"137",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",4,30,27,4,32,29,122,121,2,3,2,NA,1,1,1,"AM"
"138",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",4,32,58,4,33,17,19,18,1,1,2,NA,1,1,1,"AM"
"139",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",4,43,45,4,45,41,116,115,1,1,2,NA,1,1,1,"AM"
"140",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",4,49,43,4,49,44,1,0,2,1,2,NA,1,0,0,"AM"
"141",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",4,49,43,4,49,44,1,0,2,1,2,NA,1,0,0,"AM"
"142",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",5,6,24,5,6,26,2,1,1,1,2,NA,1,1,1,"AM"
"143",1006,"1006.ICT8","Date Palm","05.01.12",5,1,2012,NA,"3","23.48877","89.17961",5,8,58,5,10,37,99,98,2,3,2,NA,1,1,1,"AM"
"144",1008,"1008.ICT5","Date palm","25.1.2012",25,1,2012,NA,"4","24.20152","89.39764",NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"145",1008,"1008.ICT6","Date palm","25.1.2012",25,1,2012,NA,"3","24.20268","89.39895",NA,NA,NA,NA,NA,NA,0,0,0,0,3,NA,0,0,0,"missing"
"146",1010,"1010.DPT001","Date Palm","17.12.11",17,12,2011,NA,"5","23.64681","89.76379",8,19,25,8,19,26,1,0,0,0,2,NA,1,0,0,"PM"
"147",1010,"1010.DPT001","Date Palm","17.12.11",17,12,2011,NA,"5","23.64681","89.76379",8,23,21,8,23,22,1,0,0,0,2,NA,1,0,0,"PM"
"148",1010,"1010.DPT001","Date Palm","17.12.11",17,12,2011,NA,"5","23.64681","89.76379",10,22,53,10,22,55,2,1,3,0,1,NA,1,1,0,"PM"
"149",1010,"1010.DPT001","Date Palm","17.12.11",17,12,2011,NA,"5","23.64681","89.76379",11,57,46,11,57,48,2,1,3,0,1,NA,1,1,0,"PM"
"150",1010,"1010.DPT001","Date Palm","17.12.11",17,12,2011,NA,"5","23.64681","89.76379",12,6,10,12,6,12,2,1,3,0,1,NA,1,1,0,"AM"
"151",1010,"1010.DPT001","Date Palm","17.12.11",17,12,2011,NA,"5","23.64681","89.76379",1,10,8,1,11,6,58,57,3,0,1,NA,1,1,0,"AM"
"152",1010,"1010.DPT001","Date Palm","17.12.11",17,12,2011,NA,"5","23.64681","89.76379",3,17,10,3,17,11,1,0,0,0,1,NA,1,0,0,"AM"
"153",1010,"1010.DPT002","Date Palm","20.12.11",20,12,2011,NA,"5","23.64717","89.76381",6,18,51,6,19,6,15,14,2,1,0,NA,1,1,1,"PM"
"154",1010,"1010.DPT002","Date Palm","20.12.11",20,12,2011,NA,"5","23.64717","89.76381",6,19,51,6,19,53,2,1,2,1,0,NA,1,1,1,"PM"
"155",1010,"1010.DPT002","Date Palm","20.12.11",20,12,2011,NA,"5","23.64717","89.76381",6,20,49,6,23,7,138,137,2,1,0,NA,1,1,1,"PM"
"156",1010,"1010.DPT002","Date Palm","20.12.11",20,12,2011,NA,"5","23.64717","89.76381",6,26,23,6,26,25,2,1,2,1,0,NA,1,1,1,"PM"
"157",1010,"1010.DPT002","Date Palm","20.12.11",20,12,2011,NA,"5","23.64717","89.76381",6,28,41,6,28,43,2,1,2,1,0,NA,1,1,1,"PM"
"158",1010,"1010.DPT002","Date Palm","20.12.11",20,12,2011,NA,"5","23.64717","89.76381",6,33,55,6,33,57,2,1,2,1,0,NA,1,1,1,"PM"
"159",1010,"1010.DPT002","Date Palm","20.12.11",20,12,2011,NA,"5","23.64717","89.76381",6,42,49,6,42,58,9,8,2,1,0,NA,1,1,1,"PM"
"160",1010,"1010.DPT002","Date Palm","20.12.11",20,12,2011,NA,"5","23.64717","89.76381",6,43,19,6,43,21,2,1,2,1,0,NA,1,1,1,"PM"
"161",1010,"1010.DPT002","Date Palm","20.12.11",20,12,2011,NA,"5","23.64717","89.76381",6,43,55,6,43,57,2,1,2,1,0,NA,1,1,0,"PM"
"162",1010,"1010.DPT002","Date Palm","20.12.11",20,12,2011,NA,"5","23.64717","89.76381",6,44,27,6,44,28,1,0,0,0,0,NA,1,0,0,"PM"
